"s" "f" "o" "insertions"
"27684" "Pterosturisoma_microps" "Loricariidae" "Siluriformes" "Family_insertion"
"27690" "Pterygoplichthys_ambrosettii" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27691" "Pterygoplichthys_anisitsi" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27692" "Pterygoplichthys_disjunctivus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27693" "Pterygoplichthys_etentaculatus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27694" "Pterygoplichthys_gibbiceps" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27695" "Pterygoplichthys_joselimaianus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27696" "Pterygoplichthys_lituratus" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27697" "Pterygoplichthys_multiradiatus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27698" "Pterygoplichthys_pardalis" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27699" "Pterygoplichthys_parnaibae" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27700" "Pterygoplichthys_punctatus" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27701" "Pterygoplichthys_scrophus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27702" "Pterygoplichthys_undecimalis" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27703" "Pterygoplichthys_weberi" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27704" "Pterygoplichthys_xinguensis" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27705" "Pterygoplichthys_zuliaensis" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27735" "Ptychidio_jordani" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27736" "Ptychidio_longibarbus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27737" "Ptychidio_macrops" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27738" "Ptychobarbus_chungtienensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27739" "Ptychobarbus_conirostris" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27740" "Ptychobarbus_dipogon" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27741" "Ptychobarbus_kaznakovi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27742" "Ptychocharax_rhyacophila" "Characidae" "Characiformes" "Family_insertion"
"27743" "Ptychocheilus_grandis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27744" "Ptychocheilus_lucius" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27745" "Ptychocheilus_oregonensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27746" "Ptychocheilus_umpquae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27747" "Ptychochromis_curvidens" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27748" "Ptychochromis_ernestmagnusi" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27749" "Ptychochromis_grandidieri" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27750" "Ptychochromis_inornatus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27751" "Ptychochromis_insolitus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27752" "Ptychochromis_loisellei" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27753" "Ptychochromis_mainty" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27754" "Ptychochromis_makira" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27755" "Ptychochromis_oligacanthus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27756" "Ptychochromis_onilahy" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27757" "Ptychochromoides_betsileanus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27758" "Ptychochromoides_itasy" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27759" "Ptychochromoides_vondrozo" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27762" "Pungitius_bussei" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27763" "Pungitius_hellenicus" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27764" "Pungitius_laevis" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27765" "Pungitius_platygaster" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27767" "Pungitius_pungitius" "Gasterosteidae" "Gasterosteiformes" "Present_in_Tree"
"27768" "Pungitius_sinensis" "Gasterosteidae" "Gasterosteiformes" "Present_in_Tree"
"27769" "Pungitius_stenurus" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27770" "Pungitius_tymensis" "Gasterosteidae" "Gasterosteiformes" "Congeneric_insertion"
"27771" "Pungtungia_herzi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27772" "Pungtungia_hilgendorfi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27773" "Pungtungia_shiraii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27774" "Pungu_maclareni" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27775" "Puntigrus_anchisporus" "Cyprinidae" "Cypriniformes" "Family_insertion"
"27776" "Puntigrus_navjotsodhii" "Cyprinidae" "Cypriniformes" "Congeneric_Family_level"
"27777" "Puntigrus_partipentazona" "Cyprinidae" "Cypriniformes" "Congeneric_Family_level"
"27778" "Puntigrus_pulcher" "Cyprinidae" "Cypriniformes" "Congeneric_Family_level"
"27779" "Puntigrus_tetrazona" "Cyprinidae" "Cypriniformes" "Congeneric_Family_level"
"27780" "Puntioplites_bulu" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27781" "Puntioplites_falcifer" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27782" "Puntioplites_proctozystron" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27783" "Puntioplites_waandersi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27784" "Puntius_ambassis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27785" "Puntius_amphibius" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27786" "Puntius_aphya" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27787" "Puntius_arenatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27788" "Puntius_bimaculatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27789" "Puntius_bramoides" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27790" "Puntius_brevis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27791" "Puntius_burmanicus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27792" "Puntius_cauveriensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27793" "Puntius_chola" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27794" "Puntius_crescentus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27795" "Puntius_deccanensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27796" "Puntius_dolichopterus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27797" "Puntius_dorsalis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27798" "Puntius_fraseri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27799" "Puntius_kamalika" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27800" "Puntius_kelumi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27801" "Puntius_khohi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27802" "Puntius_layardi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27803" "Puntius_madhusoodani" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27804" "Puntius_mahecola" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27805" "Puntius_masyai" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27806" "Puntius_melanostigma" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27807" "Puntius_morehensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27808" "Puntius_mudumalaiensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27809" "Puntius_muzaffarpurensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27810" "Puntius_nangalensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27811" "Puntius_nelsoni" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27812" "Puntius_nigronotus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27813" "Puntius_parrah" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27814" "Puntius_paucimaculatus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27815" "Puntius_pinnauratus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27816" "Puntius_pugio" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27817" "Puntius_punjabensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27818" "Puntius_puntio" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27819" "Puntius_sachsii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27820" "Puntius_sahyadriensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27821" "Puntius_sealei" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27822" "Puntius_sophore" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27823" "Puntius_sophoroides" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27824" "Puntius_spilopterus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27825" "Puntius_stigma" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27826" "Puntius_takhoaensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27827" "Puntius_terio" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27828" "Puntius_tetraspilus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27829" "Puntius_thermalis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27830" "Puntius_titteya" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27831" "Puntius_viridis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27832" "Puntius_vittatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27833" "Puntius_waageni" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27841" "Pygidianops_amphioxus" "Trichomycteridae" "Siluriformes" "Family_insertion"
"27842" "Pygidianops_cuao" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"27843" "Pygidianops_eigenmanni" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"27844" "Pygidianops_magoi" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"27845" "Pygocentrus_cariba" "Serrasalmidae" "Characiformes" "Present_in_Tree"
"27846" "Pygocentrus_nattereri" "Serrasalmidae" "Characiformes" "Present_in_Tree"
"27847" "Pygocentrus_palometa" "Serrasalmidae" "Characiformes" "Congeneric_insertion"
"27848" "Pygocentrus_piraya" "Serrasalmidae" "Characiformes" "Present_in_Tree"
"27850" "Pygopristis_denticulata" "Serrasalmidae" "Characiformes" "Present_in_Tree"
"27851" "Pylodictis_olivaris" "Ictaluridae" "Siluriformes" "Present_in_Tree"
"27860" "Pyrrhulina_australis" "Lebiasinidae" "Characiformes" "Present_in_Tree"
"27861" "Pyrrhulina_beni" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27862" "Pyrrhulina_brevis" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27863" "Pyrrhulina_eleanorae" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27864" "Pyrrhulina_elongata" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27865" "Pyrrhulina_filamentosa" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27866" "Pyrrhulina_laeta" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27867" "Pyrrhulina_lugubris" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27868" "Pyrrhulina_marilynae" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27869" "Pyrrhulina_maxima" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27871" "Pyrrhulina_obermulleri" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27872" "Pyrrhulina_rachoviana" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27873" "Pyrrhulina_semifasciata" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27874" "Pyrrhulina_spilota" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27875" "Pyrrhulina_stoli" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27876" "Pyrrhulina_vittata" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27877" "Pyrrhulina_zigzag" "Lebiasinidae" "Characiformes" "Congeneric_insertion"
"27882" "Pyxiloricaria_menezesi" "Loricariidae" "Siluriformes" "Family_insertion"
"27883" "Qianlabeo_striatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27891" "Quintana_atrizona" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"27896" "Racenisia_fimbriipinna" "Hypopomidae" "Gymnotiformes" "Family_insertion"
"27897" "Rachovia_brevis" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27898" "Rachovia_hummelincki" "Rivulidae" "Cyprinodontiformes" "Congeneric_insertion"
"27899" "Rachovia_maculipinnis" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27900" "Rachovia_pyropunctata" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27901" "Rachoviscus_crassiceps" "Characidae" "Characiformes" "Present_in_Tree"
"27902" "Rachoviscus_graciliceps" "Characidae" "Characiformes" "Present_in_Tree"
"27904" "Racoma_ramzani" "Cyprinidae" "Cypriniformes" "Family_insertion"
"27914" "Raiamas_ansorgii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27915" "Raiamas_batesii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27916" "Raiamas_bola" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27917" "Raiamas_buchholzi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27918" "Raiamas_christyi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27919" "Raiamas_guttatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27920" "Raiamas_intermedius" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27921" "Raiamas_kheeli" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27922" "Raiamas_levequei" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27923" "Raiamas_longirostris" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27924" "Raiamas_moorii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27925" "Raiamas_nigeriensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27926" "Raiamas_salmolucius" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27927" "Raiamas_scarciensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27928" "Raiamas_senegalensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27929" "Raiamas_shariensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27930" "Raiamas_steindachneri" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27974" "Rama_rama" "Bagridae" "Siluriformes" "Family_insertion"
"27976" "Ramnogaster_melanostoma" "Clupeidae" "Clupeiformes" "Order_insertion"
"27981" "Rasbora_amplistriga" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27982" "Rasbora_api" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27983" "Rasbora_aprotaenia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27984" "Rasbora_argyrotaenia" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27985" "Rasbora_armitagei" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27986" "Rasbora_arundinata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27987" "Rasbora_atranus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27988" "Rasbora_atridorsalis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27989" "Rasbora_aurotaenia" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27990" "Rasbora_baliensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27991" "Rasbora_bankanensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27992" "Rasbora_beauforti" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27993" "Rasbora_bindumatoga" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27994" "Rasbora_borapetensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27995" "Rasbora_borneensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27996" "Rasbora_bunguranensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27997" "Rasbora_caudimaculata" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27998" "Rasbora_caverii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27999" "Rasbora_cephalotaenia" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28000" "Rasbora_chrysotaenia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28001" "Rasbora_cryptica" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28002" "Rasbora_dandia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28003" "Rasbora_daniconius" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28004" "Rasbora_dies" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28005" "Rasbora_dorsinotata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28006" "Rasbora_dusonensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28007" "Rasbora_einthovenii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28008" "Rasbora_elegans" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28009" "Rasbora_ennealepis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28010" "Rasbora_everetti" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28011" "Rasbora_gerlachi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28012" "Rasbora_haru" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28013" "Rasbora_hobelmani" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28014" "Rasbora_hosii" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28015" "Rasbora_hubbsi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28016" "Rasbora_jacobsoni" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28017" "Rasbora_johannae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28018" "Rasbora_kalbarensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28019" "Rasbora_kalochroma" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28020" "Rasbora_kluetensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28021" "Rasbora_kobonensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28022" "Rasbora_kottelati" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28023" "Rasbora_labiosa" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28024" "Rasbora_lacrimula" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28025" "Rasbora_lateristriata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28026" "Rasbora_laticlavia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28027" "Rasbora_leptosoma" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28028" "Rasbora_maninjau" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28029" "Rasbora_meinkeni" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28030" "Rasbora_microcephalus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28031" "Rasbora_myersi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28032" "Rasbora_naggsi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28033" "Rasbora_nematotaenia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28034" "Rasbora_nodulosa" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28035" "Rasbora_notura" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28036" "Rasbora_ornata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28037" "Rasbora_patrickyapi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28038" "Rasbora_paucisqualis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28039" "Rasbora_paviana" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28040" "Rasbora_philippina" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28041" "Rasbora_rasbora" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28042" "Rasbora_reticulata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28043" "Rasbora_rheophila" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28044" "Rasbora_rubrodorsalis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28045" "Rasbora_rutteni" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28046" "Rasbora_sarawakensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28047" "Rasbora_semilineata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28048" "Rasbora_septentrionalis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28049" "Rasbora_spilotaenia" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28050" "Rasbora_steineri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28051" "Rasbora_subtilis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28052" "Rasbora_sumatrana" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28053" "Rasbora_tawarensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"28054" "Rasbora_taytayensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28055" "Rasbora_tobana" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28056" "Rasbora_tornieri" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"28057" "Rasbora_trifasciata" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
